person_gender,person_education,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,person_age,person_income,loan_amnt,cb_person_cred_hist_length,loan_status
female,Master,3,MORTGAGE,VENTURE,9.48,0.14,594,Yes,29,91029,12410,5,0
male,Associate,1,MORTGAGE,VENTURE,11.29,0.03,546,No,24,130624,4235,4,0
male,Associate,2,MORTGAGE,PERSONAL,12.14,0.08,658,Yes,25,87774,6646,3,0
male,Doctorate,16,RENT,HOMEIMPROVEMENT,12.73,0.02,652,Yes,37,139003,2964,9,0
male,High School,2,MORTGAGE,PERSONAL,10.85,0.22,619,Yes,24,88060,19000,4,0
male,Master,2,MORTGAGE,VENTURE,11.0,0.15,600,Yes,27,125374,18463,8,0
female,Bachelor,0,MORTGAGE,VENTURE,8.44,0.08,666,Yes,24,154282,12000,4,0
male,Master,3,MORTGAGE,EDUCATION,8.6,0.15,686,No,26,65684,10000,4,0
female,High School,4,MORTGAGE,PERSONAL,11.59,0.04,641,No,23,134626,5004,5,0
male,Master,11,RENT,DEBTCONSOLIDATION,12.82,0.2,680,Yes,35,60274,12000,11,0
male,High School,5,RENT,MEDICAL,12.57,0.19,645,No,24,53930,10000,4,0
male,Bachelor,0,RENT,MEDICAL,7.56,0.17,641,Yes,23,48692,8467,4,0
male,High School,2,RENT,DEBTCONSOLIDATION,11.25,0.14,613,No,23,70442,10000,3,0
female,High School,2,RENT,VENTURE,10.31,0.25,658,No,25,40796,10000,4,0
female,Associate,21,RENT,PERSONAL,10.42,0.09,682,No,49,83260,7513,15,0
male,High School,6,RENT,HOMEIMPROVEMENT,15.58,0.12,665,Yes,30,123579,15000,8,0
male,Associate,3,RENT,VENTURE,11.01,0.18,700,Yes,24,70869,12951,4,0
male,High School,1,RENT,EDUCATION,7.97,0.19,548,Yes,27,30959,6000,3,0
male,High School,3,RENT,EDUCATION,11.01,0.08,576,Yes,24,74211,6000,4,0
female,Bachelor,8,OWN,EDUCATION,11.86,0.3,680,Yes,33,26220,7754,6,0
female,Master,4,RENT,HOMEIMPROVEMENT,12.2,0.06,643,No,23,39562,2428,4,0
male,Bachelor,2,RENT,VENTURE,11.66,0.22,529,Yes,24,112635,25000,4,0
female,Bachelor,7,MORTGAGE,HOMEIMPROVEMENT,11.01,0.16,679,Yes,31,109234,18000,8,0
male,Bachelor,45,RENT,MEDICAL,10.05,0.13,733,No,66,51412,6476,24,0
male,High School,5,MORTGAGE,VENTURE,7.35,0.08,595,No,24,76218,6000,2,0
male,Associate,1,MORTGAGE,VENTURE,6.26,0.08,562,No,25,120640,10000,3,0
female,Associate,2,RENT,VENTURE,6.73,0.11,631,Yes,23,61458,6841,4,0
male,High School,3,RENT,EDUCATION,7.85,0.08,551,Yes,25,47162,4000,4,0
female,Bachelor,2,MORTGAGE,VENTURE,11.55,0.01,614,Yes,26,400383,2906,5,0
male,Bachelor,3,RENT,HOMEIMPROVEMENT,13.43,0.2,603,Yes,30,56422,11176,6,0
male,Associate,10,OWN,VENTURE,13.57,0.33,619,Yes,32,35119,11757,9,0
male,Bachelor,0,RENT,HOMEIMPROVEMENT,12.23,0.11,640,Yes,23,26475,3000,3,0
male,Bachelor,11,RENT,DEBTCONSOLIDATION,10.08,0.12,638,Yes,36,50513,6294,16,0
female,High School,0,MORTGAGE,PERSONAL,13.22,0.29,650,No,23,49372,14400,3,0
male,Bachelor,10,RENT,HOMEIMPROVEMENT,10.67,0.04,670,No,32,81385,3000,10,0
male,Associate,0,MORTGAGE,DEBTCONSOLIDATION,8.57,0.1,655,Yes,24,101615,10000,4,0
female,High School,4,RENT,VENTURE,10.04,0.18,624,Yes,27,29455,5214,5,0
male,Master,6,RENT,VENTURE,13.74,0.15,671,Yes,29,120618,18000,6,0
female,High School,0,RENT,DEBTCONSOLIDATION,8.28,0.06,581,Yes,23,81904,5000,4,0
female,Bachelor,1,OWN,VENTURE,12.26,0.33,630,Yes,26,90980,29738,4,0
female,High School,0,RENT,HOMEIMPROVEMENT,10.18,0.17,564,Yes,23,46497,8000,3,0
male,Bachelor,0,MORTGAGE,MEDICAL,13.4,0.17,507,Yes,23,60901,10500,3,0
male,Master,6,MORTGAGE,VENTURE,9.06,0.03,576,No,31,353463,11539,6,0
female,Master,1,RENT,EDUCATION,7.32,0.06,658,Yes,28,67131,4000,10,0
female,Associate,0,MORTGAGE,VENTURE,10.44,0.16,696,Yes,23,108628,17000,4,0
male,Associate,7,MORTGAGE,HOMEIMPROVEMENT,8.09,0.11,629,Yes,31,125986,14000,7,0
female,Associate,0,MORTGAGE,DEBTCONSOLIDATION,11.52,0.02,674,Yes,24,72697,1200,3,0
male,Associate,0,MORTGAGE,HOMEIMPROVEMENT,5.78,0.22,576,Yes,23,36757,8000,4,0
male,Master,0,RENT,HOMEIMPROVEMENT,8.1,0.1,601,Yes,25,97110,10000,3,0
male,High School,6,RENT,EDUCATION,10.97,0.16,682,Yes,28,30764,5000,9,0
male,Bachelor,13,RENT,MEDICAL,9.71,0.07,657,Yes,35,110229,7947,9,0
female,Associate,10,MORTGAGE,VENTURE,14.4,0.14,607,Yes,35,29482,4000,13,0
male,Doctorate,16,RENT,EDUCATION,12.6,0.15,736,Yes,39,37116,5500,12,0
female,Master,13,MORTGAGE,HOMEIMPROVEMENT,12.35,0.05,656,Yes,33,192888,10000,12,0
male,Associate,0,MORTGAGE,PERSONAL,10.99,0.1,629,Yes,23,74731,7174,4,0
female,High School,5,MORTGAGE,VENTURE,8.5,0.11,678,Yes,28,54886,6000,7,0
male,Master,8,MORTGAGE,PERSONAL,9.06,0.09,626,Yes,28,85030,8000,9,0
male,Master,0,RENT,PERSONAL,6.7,0.13,622,No,23,42957,5483,3,0
female,Bachelor,2,RENT,EDUCATION,12.0,0.14,593,Yes,23,50889,7356,3,0
female,Master,1,RENT,VENTURE,9.6,0.12,591,Yes,23,72920,9000,4,0
male,Bachelor,3,RENT,MEDICAL,7.96,0.12,625,Yes,26,59161,7000,3,0
male,Bachelor,1,MORTGAGE,HOMEIMPROVEMENT,11.29,0.14,655,Yes,26,85127,12000,4,0
male,Associate,3,MORTGAGE,DEBTCONSOLIDATION,11.59,0.09,629,No,26,126963,12000,2,0
female,High School,9,MORTGAGE,EDUCATION,9.05,0.07,602,Yes,31,228890,15000,8,0
female,Bachelor,10,RENT,VENTURE,7.32,0.06,596,Yes,35,79139,5000,9,0
male,High School,1,RENT,HOMEIMPROVEMENT,11.58,0.09,557,Yes,24,112552,9800,4,0
female,High School,2,MORTGAGE,HOMEIMPROVEMENT,11.09,0.11,673,Yes,26,213733,24022,5,0
female,High School,0,OWN,EDUCATION,6.69,0.18,579,Yes,24,56337,10000,4,0
male,High School,2,RENT,MEDICAL,8.87,0.07,643,Yes,25,34585,2448,3,0
male,High School,2,RENT,EDUCATION,7.74,0.16,649,No,25,97162,16000,4,0
male,High School,3,RENT,VENTURE,11.5,0.12,645,No,24,72881,9000,4,0
female,Bachelor,8,MORTGAGE,PERSONAL,12.3,0.09,576,Yes,29,168873,15000,5,0
male,Bachelor,2,MORTGAGE,EDUCATION,9.81,0.08,595,Yes,28,128469,10000,7,0
male,Master,1,RENT,EDUCATION,8.26,0.16,641,No,24,57190,8907,4,0
male,Bachelor,4,RENT,PERSONAL,8.96,0.11,621,Yes,27,106213,12000,5,0
female,Master,1,RENT,HOMEIMPROVEMENT,15.67,0.21,586,Yes,27,115985,24447,5,0
female,High School,3,MORTGAGE,PERSONAL,11.29,0.19,660,No,26,133203,25000,4,0
male,High School,5,MORTGAGE,HOMEIMPROVEMENT,15.05,0.05,631,Yes,25,211017,10000,4,0
female,High School,6,RENT,HOMEIMPROVEMENT,9.15,0.21,615,Yes,26,66800,14000,4,0
male,Master,22,MORTGAGE,EDUCATION,6.72,0.13,694,Yes,45,57093,7500,12,0
female,Bachelor,16,RENT,VENTURE,11.95,0.16,703,No,40,52823,8434,12,0
male,Bachelor,1,RENT,VENTURE,11.31,0.02,609,Yes,23,69544,1500,3,0
male,Bachelor,2,MORTGAGE,EDUCATION,10.91,0.05,693,Yes,27,72951,3410,7,0
female,Associate,5,MORTGAGE,EDUCATION,11.0,0.18,651,Yes,27,136245,24000,5,0
male,Master,1,RENT,EDUCATION,8.29,0.06,686,Yes,25,64618,4000,3,0
female,High School,5,RENT,PERSONAL,14.25,0.16,643,Yes,26,72876,12000,5,0
male,Bachelor,0,MORTGAGE,VENTURE,9.94,0.2,641,Yes,22,65696,13196,4,0
male,Bachelor,5,RENT,VENTURE,9.82,0.11,541,Yes,30,43955,5000,7,0
female,Master,1,RENT,EDUCATION,9.88,0.22,646,Yes,24,45541,10000,3,0
female,Master,5,RENT,MEDICAL,10.33,0.14,662,Yes,28,36750,4978,9,0
female,High School,0,MORTGAGE,VENTURE,11.06,0.19,682,No,25,67008,12500,2,0
male,Bachelor,17,RENT,DEBTCONSOLIDATION,14.28,0.04,638,Yes,37,51543,2000,15,0
male,Bachelor,3,RENT,EDUCATION,13.45,0.19,708,No,26,94562,18000,4,0
female,High School,3,RENT,MEDICAL,10.52,0.08,565,Yes,27,95171,8000,5,0
female,Associate,3,RENT,DEBTCONSOLIDATION,6.33,0.05,629,Yes,30,87153,4439,8,0
female,Associate,8,MORTGAGE,HOMEIMPROVEMENT,8.59,0.03,612,Yes,27,169018,4857,5,0
male,Bachelor,0,OWN,PERSONAL,9.19,0.27,576,Yes,24,29763,8000,4,0
female,Master,0,MORTGAGE,EDUCATION,8.05,0.26,676,Yes,28,83855,21789,6,0
female,High School,11,MORTGAGE,EDUCATION,6.97,0.15,627,No,32,68350,9941,6,0
male,Associate,1,MORTGAGE,EDUCATION,9.86,0.36,611,Yes,24,69484,25000,3,0
female,Bachelor,0,MORTGAGE,VENTURE,10.74,0.29,697,No,22,41502,12000,4,0
male,High School,3,RENT,EDUCATION,7.09,0.12,548,Yes,25,68345,8000,3,0
female,Master,5,MORTGAGE,EDUCATION,12.2,0.04,654,Yes,29,130508,5000,8,0
male,Bachelor,8,MORTGAGE,DEBTCONSOLIDATION,7.39,0.03,698,Yes,28,144976,4055,4,0
male,Bachelor,0,MORTGAGE,EDUCATION,8.46,0.05,644,No,25,102968,5000,3,0
female,Master,0,MORTGAGE,MEDICAL,10.47,0.19,564,Yes,24,150946,28000,3,0
male,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,10.68,0.04,505,Yes,28,168964,6000,5,0
female,Bachelor,9,MORTGAGE,HOMEIMPROVEMENT,12.15,0.13,663,No,30,90710,12000,7,0
male,Associate,3,RENT,HOMEIMPROVEMENT,7.67,0.22,653,Yes,26,58919,13000,3,0
female,Master,10,RENT,PERSONAL,10.9,0.07,658,Yes,32,90486,6357,10,0
male,High School,2,MORTGAGE,EDUCATION,7.52,0.05,530,No,24,103183,5281,4,0
female,High School,2,MORTGAGE,VENTURE,13.4,0.09,669,No,24,46352,4000,3,0
female,Master,8,MORTGAGE,VENTURE,11.23,0.32,661,Yes,33,62675,20000,9,0
female,Bachelor,9,RENT,HOMEIMPROVEMENT,6.66,0.07,701,Yes,31,72959,4750,8,0
female,Associate,2,RENT,PERSONAL,13.4,0.04,663,Yes,29,75436,3000,8,0
female,Bachelor,10,MORTGAGE,EDUCATION,10.16,0.26,599,Yes,29,49076,12753,8,0
male,Associate,17,RENT,MEDICAL,12.08,0.02,629,Yes,38,40532,1000,14,0
male,High School,3,RENT,MEDICAL,12.71,0.14,582,Yes,24,110512,16000,3,0
female,High School,2,RENT,VENTURE,7.43,0.05,629,Yes,24,43129,2000,2,0
female,Associate,3,RENT,MEDICAL,10.3,0.12,623,Yes,25,96603,12000,3,0
female,Associate,2,RENT,HOMEIMPROVEMENT,13.45,0.07,599,Yes,28,76145,5474,4,0
female,Associate,7,RENT,HOMEIMPROVEMENT,12.06,0.16,656,Yes,29,102250,16000,10,0
male,Associate,0,RENT,VENTURE,11.0,0.17,536,Yes,25,56189,9348,3,0
male,Associate,5,MORTGAGE,EDUCATION,10.88,0.16,670,No,23,96581,15000,4,0
male,Master,0,RENT,MEDICAL,11.71,0.08,655,Yes,24,37415,3000,4,0
male,Associate,0,OWN,VENTURE,9.66,0.13,650,Yes,24,180926,24000,4,0
male,Bachelor,6,RENT,EDUCATION,15.2,0.16,583,Yes,30,79404,12800,7,0
male,Bachelor,16,RENT,MEDICAL,10.97,0.1,629,Yes,35,48550,5000,12,0
female,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,7.57,0.11,671,No,26,73008,8000,5,0
female,Bachelor,4,MORTGAGE,HOMEIMPROVEMENT,10.78,0.23,634,No,28,63514,14822,6,0
male,Master,4,MORTGAGE,EDUCATION,9.92,0.16,644,Yes,25,97094,15985,3,0
female,Bachelor,12,MORTGAGE,EDUCATION,10.51,0.11,647,Yes,35,100954,11192,10,0
female,Bachelor,14,RENT,PERSONAL,9.42,0.17,666,No,35,72696,12000,9,0
female,Associate,10,RENT,PERSONAL,10.85,0.23,612,Yes,30,51349,12000,9,0
female,Bachelor,9,RENT,VENTURE,7.51,0.25,644,Yes,32,32380,8000,10,0
male,Associate,11,MORTGAGE,HOMEIMPROVEMENT,6.1,0.07,634,No,33,169108,11365,8,0
female,Bachelor,12,RENT,VENTURE,14.06,0.13,716,No,36,63329,8000,12,0
male,Bachelor,7,RENT,VENTURE,11.19,0.02,628,Yes,30,129684,3000,4,0
female,Associate,0,MORTGAGE,EDUCATION,8.07,0.17,565,Yes,25,58006,9800,5,0
male,Bachelor,2,MORTGAGE,EDUCATION,7.22,0.11,639,No,27,121150,12902,7,0
male,Associate,2,MORTGAGE,MEDICAL,10.88,0.05,624,No,24,48990,2500,2,0
female,Associate,16,RENT,HOMEIMPROVEMENT,7.54,0.13,586,Yes,43,60835,8000,16,0
female,Master,18,MORTGAGE,PERSONAL,5.99,0.15,652,Yes,42,51672,7758,15,0
male,High School,5,RENT,PERSONAL,11.59,0.05,619,Yes,26,60079,3000,4,0
female,Associate,0,MORTGAGE,DEBTCONSOLIDATION,11.78,0.09,696,No,23,68293,6000,3,0
female,High School,0,MORTGAGE,PERSONAL,13.33,0.12,609,No,24,66782,8000,3,0
male,Associate,0,MORTGAGE,EDUCATION,6.03,0.14,635,No,24,72972,10000,4,0
male,High School,0,RENT,DEBTCONSOLIDATION,8.33,0.12,547,Yes,23,48749,6000,3,0
female,High School,12,RENT,MEDICAL,10.06,0.09,577,Yes,35,114830,10000,7,0
female,Bachelor,2,RENT,EDUCATION,11.49,0.17,602,Yes,25,73059,12500,3,0
female,High School,1,OWN,VENTURE,11.85,0.1,579,No,22,61547,6000,2,0
female,Bachelor,1,RENT,VENTURE,11.09,0.07,680,No,24,52734,3500,4,0
female,High School,6,MORTGAGE,DEBTCONSOLIDATION,11.47,0.1,685,Yes,28,211008,20816,7,0
female,Bachelor,0,RENT,DEBTCONSOLIDATION,10.17,0.03,660,No,24,55228,1461,2,0
male,Associate,2,MORTGAGE,VENTURE,14.0,0.09,636,Yes,27,90954,8000,5,0
male,Bachelor,8,RENT,EDUCATION,12.6,0.08,543,Yes,31,61772,5000,7,0
female,High School,11,RENT,MEDICAL,12.1,0.23,637,Yes,33,73043,16800,9,0
male,Master,0,RENT,HOMEIMPROVEMENT,11.04,0.08,728,Yes,23,76488,6000,3,0
male,Bachelor,6,MORTGAGE,VENTURE,6.13,0.17,699,No,26,64760,11000,4,0
male,Bachelor,11,MORTGAGE,VENTURE,7.01,0.03,654,No,35,234503,5965,11,0
male,Master,5,RENT,EDUCATION,8.81,0.14,632,Yes,25,35585,5000,4,0
female,Bachelor,13,MORTGAGE,VENTURE,8.76,0.1,677,No,34,57356,6000,6,0
male,Bachelor,13,MORTGAGE,VENTURE,10.39,0.14,644,Yes,38,107215,15000,14,0
male,Associate,0,MORTGAGE,EDUCATION,7.67,0.03,602,Yes,23,67189,2128,4,0
female,Bachelor,8,MORTGAGE,MEDICAL,11.12,0.15,675,Yes,34,166629,25000,6,0
male,Master,0,RENT,PERSONAL,7.57,0.09,648,No,25,99422,9356,3,0
male,High School,0,MORTGAGE,MEDICAL,7.7,0.03,603,No,23,74217,2078,4,0
male,Master,7,RENT,VENTURE,13.38,0.19,672,No,30,49239,9600,6,0
male,Associate,8,RENT,EDUCATION,12.26,0.16,688,No,33,78965,12351,8,0
female,Associate,2,RENT,PERSONAL,10.98,0.16,630,Yes,28,25381,4000,9,0
female,Associate,3,RENT,VENTURE,11.52,0.06,632,Yes,25,101954,6500,4,0
male,High School,27,RENT,MEDICAL,7.4,0.16,711,No,49,50916,8000,15,0
male,Associate,3,RENT,MEDICAL,9.37,0.1,622,Yes,24,100146,9880,4,0
male,Master,1,OWN,EDUCATION,11.51,0.23,649,No,23,51562,12000,4,0
male,Bachelor,6,MORTGAGE,PERSONAL,8.6,0.07,616,Yes,25,62676,4117,5,0
female,High School,7,RENT,MEDICAL,13.91,0.15,501,Yes,28,120915,18000,9,0
male,Associate,6,RENT,MEDICAL,10.87,0.14,665,No,31,41558,5750,9,0
male,High School,0,MORTGAGE,HOMEIMPROVEMENT,12.53,0.1,684,Yes,27,143406,15000,4,0
male,Bachelor,0,RENT,VENTURE,8.63,0.06,676,Yes,24,111010,6500,3,0
female,Master,7,RENT,EDUCATION,7.93,0.22,703,Yes,31,45033,10000,7,0
female,Bachelor,4,RENT,EDUCATION,9.91,0.11,646,No,26,64725,6800,4,0
female,High School,0,MORTGAGE,MEDICAL,7.54,0.1,615,Yes,23,96064,10000,2,0
male,Bachelor,5,MORTGAGE,DEBTCONSOLIDATION,7.3,0.19,645,Yes,27,62440,12000,5,0
male,Associate,6,MORTGAGE,MEDICAL,7.58,0.12,662,Yes,29,72926,8550,8,0
male,High School,4,MORTGAGE,DEBTCONSOLIDATION,9.36,0.07,582,No,24,81689,6000,3,0
male,Bachelor,2,MORTGAGE,VENTURE,8.6,0.16,593,Yes,25,61082,10000,3,0
male,Associate,10,MORTGAGE,EDUCATION,6.04,0.08,601,No,32,96865,7500,10,0
male,High School,11,MORTGAGE,PERSONAL,12.79,0.06,606,Yes,34,90990,5458,11,0
female,Bachelor,0,RENT,HOMEIMPROVEMENT,10.61,0.1,652,Yes,25,74106,7536,5,0
female,Master,2,RENT,MEDICAL,7.64,0.11,638,No,24,87475,10000,3,0
female,Bachelor,3,MORTGAGE,MEDICAL,7.31,0.09,643,Yes,23,78944,7000,4,0
male,Bachelor,6,MORTGAGE,EDUCATION,7.51,0.09,652,Yes,26,106626,10000,4,0
male,Associate,1,MORTGAGE,HOMEIMPROVEMENT,10.93,0.14,637,Yes,25,79015,10993,2,0
female,Bachelor,0,MORTGAGE,DEBTCONSOLIDATION,11.87,0.19,574,No,23,52248,9701,2,0
female,High School,1,MORTGAGE,VENTURE,14.75,0.22,680,Yes,22,91109,19748,3,0
female,Bachelor,0,RENT,EDUCATION,14.12,0.13,681,No,24,75125,10000,3,0
male,Doctorate,11,RENT,MEDICAL,11.83,0.07,745,Yes,31,55676,4000,8,0
female,High School,7,MORTGAGE,MEDICAL,16.45,0.08,592,No,26,217220,18000,6,0
male,High School,12,MORTGAGE,VENTURE,15.92,0.16,636,Yes,34,85115,14000,6,0
female,Master,4,MORTGAGE,VENTURE,7.83,0.28,691,No,27,43342,12000,7,0
female,Associate,12,RENT,MEDICAL,13.47,0.2,615,No,34,50597,10000,6,0
female,Associate,1,MORTGAGE,MEDICAL,10.59,0.09,642,Yes,25,68099,6000,3,0
male,High School,12,MORTGAGE,MEDICAL,6.99,0.16,635,Yes,32,86096,14000,8,0
female,High School,6,RENT,VENTURE,11.94,0.03,632,Yes,27,46534,1500,6,0
male,Bachelor,2,MORTGAGE,EDUCATION,8.2,0.01,683,Yes,26,81760,1000,6,0
male,High School,5,RENT,EDUCATION,8.55,0.23,449,Yes,24,51706,12000,4,0
male,High School,12,MORTGAGE,EDUCATION,11.01,0.03,728,No,38,205025,5370,13,0
male,Associate,0,MORTGAGE,EDUCATION,7.57,0.12,625,No,23,121088,15000,3,0
male,Bachelor,1,MORTGAGE,EDUCATION,6.6,0.2,626,No,24,48781,10000,4,0
male,High School,1,MORTGAGE,VENTURE,15.1,0.18,642,No,24,193075,35000,3,0
female,High School,6,MORTGAGE,VENTURE,11.01,0.11,606,Yes,31,211213,24214,8,0
male,Bachelor,0,MORTGAGE,PERSONAL,10.37,0.15,657,Yes,24,65773,10000,3,0
female,Bachelor,10,MORTGAGE,MEDICAL,12.92,0.11,577,No,33,109360,12000,5,0
male,Bachelor,10,RENT,HOMEIMPROVEMENT,6.6,0.09,679,Yes,33,47756,4500,6,0
male,High School,1,MORTGAGE,DEBTCONSOLIDATION,8.86,0.04,609,Yes,26,156829,6000,6,0
male,Associate,0,RENT,EDUCATION,6.01,0.1,663,No,23,72784,7000,4,0
male,Master,5,MORTGAGE,DEBTCONSOLIDATION,9.9,0.17,676,No,27,70148,12206,5,0
female,Associate,14,RENT,DEBTCONSOLIDATION,12.47,0.15,688,Yes,38,35322,5390,12,0
female,Master,1,MORTGAGE,HOMEIMPROVEMENT,12.22,0.04,680,Yes,29,91202,3979,6,0
female,Bachelor,7,MORTGAGE,MEDICAL,10.9,0.12,678,Yes,30,111969,13002,9,0
female,Associate,0,MORTGAGE,EDUCATION,9.64,0.04,620,No,22,108856,4812,3,0
female,High School,11,MORTGAGE,PERSONAL,11.17,0.26,685,Yes,34,45904,12000,8,0
male,High School,6,RENT,MEDICAL,12.59,0.13,613,Yes,29,61118,8000,9,0
male,Bachelor,3,RENT,PERSONAL,11.4,0.04,585,No,24,49307,2000,3,0
male,Bachelor,5,MORTGAGE,EDUCATION,13.64,0.18,624,No,27,68277,12000,6,0
female,Bachelor,4,RENT,HOMEIMPROVEMENT,12.33,0.21,613,No,27,84982,18000,6,0
female,Master,6,MORTGAGE,PERSONAL,11.76,0.05,617,Yes,25,101890,4677,2,0
male,Bachelor,0,RENT,EDUCATION,8.39,0.09,676,Yes,24,46943,4000,3,0
male,Bachelor,9,MORTGAGE,PERSONAL,7.51,0.04,676,No,32,146923,6000,6,0
male,Associate,6,MORTGAGE,MEDICAL,13.86,0.09,662,Yes,28,109388,9600,6,0
female,Associate,8,MORTGAGE,EDUCATION,9.75,0.08,675,Yes,32,94684,8000,7,0
male,High School,1,MORTGAGE,PERSONAL,6.93,0.08,597,Yes,23,141257,11001,5,0
male,Associate,26,MORTGAGE,DEBTCONSOLIDATION,11.49,0.03,686,Yes,45,143646,5000,13,0
male,Doctorate,19,MORTGAGE,PERSONAL,8.55,0.17,681,No,41,96400,16000,12,0
male,Associate,0,MORTGAGE,MEDICAL,7.91,0.14,594,Yes,22,53799,7380,3,0
female,High School,2,MORTGAGE,PERSONAL,10.68,0.04,659,Yes,26,150937,6000,3,0
female,Master,0,MORTGAGE,PERSONAL,10.37,0.07,674,Yes,22,56288,4000,2,0
male,Master,8,MORTGAGE,VENTURE,10.07,0.1,555,No,27,104304,10000,8,0
male,Bachelor,7,MORTGAGE,DEBTCONSOLIDATION,11.82,0.05,704,No,30,132992,6000,7,0
female,Associate,5,RENT,DEBTCONSOLIDATION,5.85,0.09,645,Yes,26,33119,3000,3,0
male,Associate,2,MORTGAGE,DEBTCONSOLIDATION,7.55,0.13,611,No,24,65847,8713,4,0
male,Bachelor,0,RENT,EDUCATION,10.94,0.11,556,Yes,23,72987,8000,3,0
male,Bachelor,7,MORTGAGE,MEDICAL,7.91,0.19,553,Yes,27,88063,17005,6,0
female,High School,11,MORTGAGE,VENTURE,11.0,0.33,698,Yes,32,48979,16000,9,0
male,High School,0,MORTGAGE,VENTURE,8.17,0.1,644,Yes,24,61080,6400,3,0
male,High School,6,MORTGAGE,DEBTCONSOLIDATION,11.36,0.16,651,No,26,123278,20000,4,0
female,Associate,2,MORTGAGE,HOMEIMPROVEMENT,7.75,0.19,625,No,25,129178,24072,3,0
male,High School,5,MORTGAGE,EDUCATION,12.02,0.06,641,No,26,105774,6847,3,0
female,Master,5,OWN,EDUCATION,10.02,0.2,652,No,27,29539,6000,9,0
male,Associate,0,RENT,MEDICAL,11.96,0.05,593,No,23,64784,3000,4,0
female,Master,4,MORTGAGE,MEDICAL,11.28,0.14,685,Yes,29,46488,6500,9,0
female,High School,1,MORTGAGE,DEBTCONSOLIDATION,10.45,0.14,640,No,23,59418,8500,4,0
male,Associate,2,RENT,MEDICAL,11.54,0.05,615,No,23,62593,3000,2,0
male,Associate,9,MORTGAGE,EDUCATION,12.4,0.49,503,Yes,31,44692,22118,8,0
male,Master,4,MORTGAGE,PERSONAL,11.01,0.19,692,No,28,76928,15000,6,0
female,Bachelor,9,RENT,EDUCATION,10.32,0.19,645,Yes,33,44391,8400,11,0
female,High School,5,RENT,DEBTCONSOLIDATION,14.55,0.16,659,No,29,55034,9000,6,0
female,Master,2,MORTGAGE,DEBTCONSOLIDATION,11.46,0.09,656,Yes,25,101629,8889,3,0
male,Master,9,MORTGAGE,DEBTCONSOLIDATION,9.14,0.09,707,Yes,29,73375,6500,5,0
male,High School,4,MORTGAGE,PERSONAL,8.74,0.12,634,No,25,135730,16000,4,0
female,Bachelor,7,MORTGAGE,MEDICAL,10.45,0.05,630,Yes,30,124409,5780,6,0
female,Associate,2,MORTGAGE,EDUCATION,11.91,0.3,564,Yes,25,70370,20819,6,0
female,Associate,3,MORTGAGE,DEBTCONSOLIDATION,10.61,0.04,661,No,25,93126,3831,3,0
male,Associate,11,MORTGAGE,DEBTCONSOLIDATION,7.04,0.05,608,No,33,120932,6420,9,0
male,Master,2,OWN,MEDICAL,10.6,0.1,591,No,27,42914,4197,5,0
female,Bachelor,11,RENT,VENTURE,5.57,0.12,555,No,32,41614,5000,8,0
male,Associate,10,MORTGAGE,HOMEIMPROVEMENT,12.24,0.13,620,Yes,31,70554,8945,6,0
male,Associate,3,MORTGAGE,MEDICAL,10.55,0.04,658,Yes,24,127178,5000,4,0
male,Master,4,RENT,PERSONAL,10.64,0.15,632,Yes,27,163306,25000,8,0
male,Associate,0,RENT,EDUCATION,9.37,0.17,654,No,23,36786,6400,4,0
female,Associate,8,RENT,PERSONAL,11.14,0.07,650,Yes,31,61313,4500,6,0
female,Bachelor,16,MORTGAGE,DEBTCONSOLIDATION,14.1,0.05,671,Yes,35,112675,6000,9,0
female,Associate,5,RENT,DEBTCONSOLIDATION,8.34,0.08,592,Yes,27,59186,5000,5,0
female,Master,6,MORTGAGE,VENTURE,11.97,0.32,732,Yes,28,62656,20000,7,0
female,Associate,0,MORTGAGE,MEDICAL,11.22,0.11,671,Yes,23,84138,9000,3,0
female,Master,1,OWN,VENTURE,12.66,0.25,626,No,27,42138,10644,9,0
male,Bachelor,6,MORTGAGE,VENTURE,12.29,0.07,678,Yes,28,332755,21710,5,0
female,Master,6,RENT,PERSONAL,7.41,0.06,586,No,32,84922,5000,7,0
female,Bachelor,3,RENT,HOMEIMPROVEMENT,11.24,0.13,582,No,26,77877,10000,5,0
female,Bachelor,4,MORTGAGE,DEBTCONSOLIDATION,8.98,0.06,670,Yes,24,88509,5000,2,0
female,Associate,13,MORTGAGE,PERSONAL,7.91,0.04,522,Yes,32,384884,16447,6,0
female,Bachelor,1,RENT,EDUCATION,7.76,0.23,715,No,24,31197,7086,3,0
female,Bachelor,0,MORTGAGE,EDUCATION,7.14,0.09,668,No,22,55257,5000,4,0
male,Associate,15,MORTGAGE,PERSONAL,9.27,0.16,675,No,37,45252,7444,9,0
female,Associate,6,RENT,VENTURE,12.26,0.08,496,Yes,30,24250,2000,6,0
female,Bachelor,1,RENT,HOMEIMPROVEMENT,9.95,0.06,519,Yes,30,99549,6000,5,0
male,Bachelor,0,RENT,DEBTCONSOLIDATION,10.74,0.2,577,Yes,24,55994,11000,3,0
male,Associate,4,RENT,EDUCATION,11.61,0.15,637,No,29,90875,14000,5,0
